title,company,salary,work,place,skills,decriptions
"UI-UX Designer (GUI, English, Japanese) Up to 35m VND",Willer Vietnam,25-35m vnd,At office,Ha Noi,"UI-UX, English, Designer, ",
Senior Front-End Web Developer,Aviron,You'll love it,At office,Ho Chi Minh,"NextJS, Software Architect, NodeJS, ",
Front-end Developer (ReactJS),S3 Corporation (S3Corp.),You'll love it,At office,Ho Chi Minh,"ReactJS, HTML5, JavaScript, ",
Backend Developer,VinFast,You'll love it,At office,Ha Noi,"Java, Golang, C#, ",
"Middle Data Engineer (Python, SQL, Database)","Gearment Co.,Ltd","Up to 35,000,000 gross",At office,Ho Chi Minh,"Python, Database, SQL, ",
Business Analyst (Junior - Middle - Senior),ATOMI DIGITAL,"600 - 1,000 USD",At office,Ha Noi,"Business Analyst, UI-UX, ",
"(Senior) Automation Tester (QA QC, English required)",ekino Vietnam,Attractive salary,Hybrid,Ho Chi Minh,"Tester, Automation Test, QA QC, ",
Junior/Middle .NET Developer,Saigon Technology,You'll love it,At office,Ho Chi Minh,".NET, MVC, SQL, ",
QA Engineer (Auto + Manual Testing),DNSE,"1,000 - 1,500 USD",At office,Ha Noi,"Automation Test, QA QC, Tester, ",
"Data Analyst / Business Intelligence Analyst (BI, SQL)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,You'll love it,At office,Ho Chi Minh,"Data Analyst, SQL, Business Intelligence, ",
Java Backend Developer (Mobile Backend),Masterise Group,You'll love it,At office,Ho Chi Minh,"Java, Spring Boot, ",
Test Lead (QA/QC Lead),Edulog Vietnam,"2,500 - 3,000 USD",Hybrid,Ho Chi Minh,"QA QC, Java, Team Leader, ",
Project Manager (SaaS),Công ty TNHH Thankslab Việt Nam,"500 - 1,520 USD",At office,Ho Chi Minh,"Project Manager, Product Manager, Product Owner, ",
"Frontend Engineer (ReactJS, JavaScript, TypeScript)",Minswap,You'll love it,At office,Ha Noi,"ReactJS, TypeScript, JavaScript, ",
Mid/Senior Fullstack .NET Engineer,Orient Software Development Corp.,You'll love it,Hybrid,Ho Chi Minh - Ha Noi - Da Nang,".NET, Angular, ReactJS, ",
Senior Golang Engineer,Orient Software Development Corp.,You'll love it,Hybrid,Ho Chi Minh - Ha Noi - Da Nang,"Golang, ReactJS, Cloud, ",
IT Server Administration - Window,Dai-ichi Life Việt Nam,You'll love it,At office,Ho Chi Minh,"System Admin, Azure, SQL, ",
General Manager - Tech Industry,Aviron,You'll love it,At office,Ho Chi Minh,"Manager, Project Manager, English, ",
"Test Engineer (Tester, English, Linux)",Motorola Solutions,You'll love it,At office,Ho Chi Minh,"Tester, English, Linux, ",
Fullstack React/Nodejs,Topicus Vietnam,You'll love it,Hybrid,Ho Chi Minh,"TypeScript, English, ",
Tester (QA/QC),GemCommerce,"800 - 1,500 USD",At office,Ha Noi,"Tester, UI-UX, QA QC, ",
"Java Developer (Spring, MySQL)",Fincorp.,"1,000 - 1,500 USD",At office,Ho Chi Minh,"Java, MySQL, Spring, ",
"Senior Product Manager, AI Product",Katalon,You'll love it,Hybrid,Ho Chi Minh,"Product Manager, Product Owner, AI, ",
Game Designer (Product Owner),Athena Studio,You'll love it,At office,Ho Chi Minh,"Designer, Product Owner, Games, ",
Manual QC Engineer,Restaff – House Of Norway,"1,000 - 1,500 USD",Hybrid,Ho Chi Minh,"Tester, QA QC, English, ",
"Senior Backend Developer (Java, Spring, 4Y+)",VIETCAP SECURITIES JOINT STOCK COMPANY,Attractive!,At office,Ho Chi Minh,"Java, NoSQL, Spring, ",
Technology Operation Engineer (English),HOIIO,You'll love it,At office,Ho Chi Minh,N/A,
Senior Embedded Software Engineer (HCM) ~ 4000$,EXCELFORE JAPAN,"3,000 - 4,000 USD",At office,Ho Chi Minh,"Embedded, C language, C++, ",
C# Developer (.Net/ Oracle),CÔNG TY TNHH SẢN XUẤT VINH QUANG,You'll love it,At office,Ha Noi,"C#, .NET, Oracle, ",
Senior Python Developer (3 – 5 years),Pacific Technology,You'll love it,At office,Ho Chi Minh,"Python, SQL, JavaScript, ",
UI-UX Designer/Web Designer,Forix,"1,000 - 2,000 USD",At office,Ho Chi Minh,"UI-UX, Designer, English, ",
Manual Junior/Mid QA Engineer (QA QC/Tester),Seven System Vietnam,You'll love it,At office,Ho Chi Minh,"QA QC, Tester, PostgreSql, ",
Graphic UI Designer,PAL TECH,You'll love it,At office,Ho Chi Minh,"UI-UX, Designer, ",
Field Service Engineer,South Telecom,You'll love it,At office,Ho Chi Minh,"System Engineer, IT Support, ServiceNow, ",
"Jr/Mid Fullstack Developer (HTML, JavaScript, ReactJS)",Innotech Vietnam Corporation,You'll love it,At office,Ha Noi,"HTML5, ReactJS, JavaScript, ",
"Software Engineer - Embedded (C, C++, Matlab)",TANAAKK,60 million vnd,Hybrid,Ho Chi Minh - Others,"Embedded, C++, C language, ",
"Jr. Fullstack .Net Developer (ASP.NET, React & .NET 8)",Live Payments,You'll love it,At office,Ho Chi Minh,"ASP.NET, ReactJS, SQL, ",
IT Business Analyst (Agile),Live Payments,"1,500 - 2,000 USD",At office,Ho Chi Minh,"Business Analyst, English, Agile, ",
Android Engineer,HipVan,"1,750 - 3,500 USD",At office,Ho Chi Minh,"Android, Java, Kotlin, ",
iOS Engineer,HipVan,"1,750 - 3,500 USD",At office,Ho Chi Minh,"iOS, OOP, Swift, ",
Backend Engineer,HipVan,"1,750 - 3,500 USD",At office,Ho Chi Minh,"DevOps, Database, AWS, ",
Front End Engineer,HipVan,"1,750 - 3,500 USD",At office,Ho Chi Minh,"JavaScript, CSS, ReactJS, ",
Golang Developer (Database),Nexsoft Technology,You'll love it,At office,Ho Chi Minh,"Golang, Database, ",
Remote Sr. Manual QA Engineer (English/Web/Mobile),SourceCode,You'll love it,Remote,Ho Chi Minh - Da Nang - Ha Noi,"QA QC, Automation Test, Tester, ",
Solutions Engineer (customer-facing),OL Vietnam,You'll love it,At office,Ho Chi Minh,"Solution Architect, Presale, English, ",
"Mobile Flutter (iOS, Android) ~ 2 năm KN",SDJSC,Thương lượng,At office,Ho Chi Minh,"Flutter, Android, iOS, ",
Middle/ Senior AI Machine Learning Engineer,Doi Xanh Media Service Trading,You'll love it,At office,Ho Chi Minh,"AI, Machine Learning, TensorFlow, ",
Senior/ Middle – Backend/ Fullstack Engineer,Doi Xanh Media Service Trading,You'll love it,At office,Ho Chi Minh,"Python, NodeJS, Golang, ",
"Game Developer (Unity, C#, 2D / 3D)",GLOHOW,You'll love it,At office,Ho Chi Minh,"Unity, C#, Games, ",
Senior AI Engineer (Python/C++/C#),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),You'll love it,At office,Ha Noi,"C#, C++, Python, ",
Chuyên Viên Kỹ Thuật ERP,FOXAI,You'll love it,At office,Ha Noi,"SQL, C#, ",
Blockchain Developer,Bamboo Software,You'll love it,At office,Ha Noi,"Blockchain, Rust, Solidity, ",
Senior Fullstack Developer (JavaScript/Python),GKIM DIGITAL,"2,000 - 3,000 USD",At office,Ho Chi Minh,"Python, AI, JavaScript, ",
Technical Business Analyst (Technical Product Owner),GKIM DIGITAL,"1,000 - 2,500 USD",At office,Ho Chi Minh,"Product Owner, Solution Architect, Business Analyst, ",
Backend Developer (Python/AWS),BIWOCO,You'll love it,At office,Others - Ho Chi Minh,"Python, MongoDB, AWS, ",
"Technical Lead (JavaScript,ReactJS,PHP)",JARVIS TECH,"1,500 - 2,500 USD",At office,Ha Noi,"JavaScript, ReactJS, PHP, ",
Junior Frontend Web Dev (ReactJS/TypeScript),Petarainsoft,You'll love it,At office,Ho Chi Minh,"ReactJS, HTML5, TypeScript, ",
Junior Backend Web Dev (NodeJS/TypeScript/MySQL/NoSQL),Petarainsoft,"600 - 1,500 USD",At office,Ho Chi Minh,"NodeJS, MySQL, TypeScript, ",
React Frontend Software Developer,Polaris Edge PTE. LTD.,You'll love it,At office,Ho Chi Minh,"ReactJS, HTML5, TypeScript, ",
NodeJS/Serverless Backend Software Developer,Polaris Edge PTE. LTD.,You'll love it,At office,Ho Chi Minh,"NodeJS, AWS, TypeScript, ",
Flutter Mobile Software Developer,Polaris Edge PTE. LTD.,You'll love it,At office,Ho Chi Minh,"Flutter, English, Dart, ",
Software Development Engineer (JavaScript/TypeScript),Nuoa.io,You'll love it,At office,Ha Noi,"JavaScript, ReactJS, TypeScript, ",
Senior Devops Engineer,SSI Securities Corporation,You'll love it,At office,Ha Noi,"DevOps, Python, ",
"Business Analyst (SQL, NoSQL)",Kai Asia,You'll love it,At office,Ha Noi,"Business Analyst, NoSQL, SQL, ",
"Fullstack Java Developer (ReactJS, Spring)",Kai Asia,You'll love it,At office,Ha Noi,"Java, ReactJS, Spring, ",
Chuyên viên Quản trị mạng và An ninh bảo mật,BIDV Securities Company (BSC),You'll love it,At office,Ha Noi,"Security, System Admin, Networking, ","Chế độ thu nhập tương xứng với năng lực, Được thưởng theo hiệu quả kinh doanh của công ty, Chế độ du lịch hàng năm, "
MLOps Engineer,Renesas Design Vietnam,You'll love it,Hybrid,Ho Chi Minh,"MLOps, DevOps, ",
Senior FullStack AI Engineer,Renesas Design Vietnam,You'll love it,Hybrid,Ho Chi Minh,"Python, JavaScript, ",
Technical Writer,SkyLab,You'll love it,At office,Ho Chi Minh,"Product Manager, English, Software Architect, ",
"Chuyên viên ERP (Business Analyst, SAP)",CÔNG TY CỔ PHẦN CÔNG NGHỆ THỰC PHẨM CHÂU Á (AFOTECH),You'll love it,At office,Ha Noi,"ERP, SAP, Business Analyst, ",
"Tech Lead – IP Telephony /VoIP Systems (NodeJs, C++)",K&M Holdings,You'll love it,At office,Ha Noi,"C++, Python, NodeJS, ",
"Fullstack Developer – IP Telephony (ReactJS, NodeJS)",K&M Holdings,You'll love it,At office,Ha Noi,"ReactJS, JavaScript, NodeJS, ",
Senior Camunda Engineer,Hitachi Digital Services,You'll love it,Hybrid,Ho Chi Minh - Da Nang - Ha Noi,"Cloud, AWS, ","International working environment, Competitive compensation package and benefits, Interacting with leading-edge technologies, "
"AI Engineer (Machine Learning, Python)",Alpaca Solutions,You'll love it,At office,Ho Chi Minh,"AI, Python, Machine Learning, ",
Chuyên viên hạ tầng CNTT (Systerm Admin & IT support),Barett Smart Factory,13tr-15tr,At office,Ha Noi - Others,"IT Support, System Admin, Linux, ",
"Backend Developer (NodeJS, MySQL, MongoDB)",The Human Inc,You'll love it,At office,Ha Noi,"NodeJS, MongoDB, MySQL, ",
"Mobile Developers (React Native, Flutter)",The Human Inc,You'll love it,At office,Ha Noi,"React Native, UI-UX, Flutter, ",
Python Developer,EYEFIRE CORPORATION,You'll love it,At office,Ha Noi,"Python, Linux, Django, ",
"Senior Fullstack Dev (PHP, NodeJS)","ZIMAW TECHNOLOGY CO.,LTD",You'll love it,At office,Da Nang,"PHP, NodeJS, English, ",
"Full Stack Developer (PHP, Laravel)",Công Ty TNHH TM DV Du Lịch The Fly,You'll love it,At office,Ho Chi Minh,"PHP, NextJS, Laravel, ",
"Fullstack Developer (Java, VueJS, ReactJS)",Công Ty TNHH Big Mouth,20tr - 40tr,At office,Ha Noi,"Java, ReactJS, VueJS, ",
Mobile Developer (Flutter/React Native),Công Ty TNHH TM DV Du Lịch The Fly,You'll love it,At office,Ho Chi Minh,"React Native, JavaScript, Flutter, ",
".NET Developer (C#, ASP.NET)",Phan Bách Refrigeration JSC,Thỏa thuận,At office,Ho Chi Minh,".NET, ASP.NET, C#, ",
Business Analyst,"ZIMAW TECHNOLOGY CO.,LTD",You'll love it,At office,Da Nang,"Business Analyst, English, Agile, ",
Senior Fullstack Developer (Web/ Mobile Apps),Ytech Company,Up to 40tr,At office,Ho Chi Minh,"JavaScript, React Native, NodeJS, ",
"[Fresher/Junior] Python Developer (MongoDB, English)",Alpaca Solutions,You'll love it,At office,Ho Chi Minh,N/A,
"Tester (QA QC, Agile)",Công Ty TNHH Phần Mềm Tiếp Thị Video Quốc Tế,"1,000 - 2,000 USD",At office,Ho Chi Minh,"Tester, QA QC, Agile, ",
"Senior Android Developer (Java, Kotlin)",MTG Technology,"1,000 - 2,000 USD",At office,Ha Noi,"Android, Kotlin, Java, ",
Unity Developer (Games/ Cocos),Công Ty TNHH Phần Mềm Tiếp Thị Video Quốc Tế,You'll love it,At office,Ho Chi Minh,"Unity, Games, Cocos, ",
"Junior Android Developer (Java, Kotlin)",MTG Technology,You'll love it,At office,Ha Noi,"Android, Kotlin, Java, ",
Junior Product Business Analyst,CÔNG TY TNHH QUẢN TRỊ SỐ FASTDO,You'll love it,At office,Da Nang,N/A,
"Junior Software Engineer (C#, .NET, HTML)",CÔNG TY TNHH QUẢN TRỊ SỐ FASTDO,You'll love it,At office,Da Nang,N/A,
Salesforce Technical,LG CNS Việt Nam,You'll love it,At office,Ha Noi,"Salesforce, ERP, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
"Fullstack Developer Techical Leader Python, ReactJS",GKIM DIGITAL,"2,000 - 4,000 USD",At office,Ho Chi Minh,"JavaScript, Python, ",
"[DI8] Data Operator (Java/Python/Scala, SQL) - 3I102",MSB,Very attractive!!!,At office,Ha Noi,"Big Data, SQL, Python, ",
Senior Unity/Babylon Developer,Hitachi Digital Services,You'll love it,Hybrid,Ho Chi Minh,"Unity, English, ",
Senior Software Engineer (strong English),PowerGate Software,Up to 3000$,At office,Ha Noi,"Team Leader, Golang, Python, ",
Full-stack Developer (Install Shield/.Net/Azure),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),You'll love it,At office,Ha Noi,"ReactJS, Angular, VueJS, ",
Mid-level Software Tester (QA/QC),QUANTICO GAMES,"800 - 1,200 USD",Hybrid,Ha Noi,"Tester, Automation Test, ",
Unity Developer (Senior/ Leader),Optimizer Việt Nam,25-30 mil vnd,At office,Ho Chi Minh,"Unity, C#, C++, ",
Business Intelligence Developer,Simplify Dalat,You'll love it,Hybrid,Others,"Business Intelligence, Data Analyst, SQL, ",
Game Designer - Mobile Games,"Lihuhu Vietnam Co., Ltd",You'll love it,Hybrid,Ho Chi Minh,"Games, Product Designer, Designer, ",
Business Analyst (Data Analyst/SQL/English),Phu Hung Securities (PHS),Competitive,At office,Ho Chi Minh,"English, SQL, Business Analyst, ",
Freelance Backend Developer (Golang/Ruby on Rails),GENKI SYSTEM,"1,199 - 2,000 USD",Remote,Ho Chi Minh,"Golang, Ruby on Rails, ","Open & innovative Environment, Fun, Flexible & Inclusive Culture, Performance & attitude -Based Income, "
Front End Developer (React.js),MODEC,"1,500 - 3,000 USD",At office,Ho Chi Minh,"ReactJS, DevOps, Django, ","First class software engineering culture, Greenfield product, real world problems, Dynamic start-up atmosphere, "
"Fullstack Developer (NodeJS, ReactJS, MongoDB)",PRINTWAY,You'll love it,At office,Ha Noi,"NodeJS, MongoDB, ReactJS, ","Môi trường trẻ trung, năng động, hoà đồng, Tham gia các hoạt động giải trí hàng tháng, Được trang bị đầy đủ cho công việc, "
"BrSE (Bridge Engineer, Japanese, Database)",DGW Asia,You'll love it,At office,Da Nang,"Bridge Engineer, Database, Japanese, ",
"Chuyên viên Vận hành phần mềm (Oracle, SQL)",BIDV Securities Company (BSC),You'll love it,At office,Ha Noi,"Oracle, SQL, ","Chế độ thu nhập tương xứng với năng lực, Được thưởng theo hiệu quả kinh doanh của công ty, Chế độ du lịch hàng năm, "
"Chuyên viên Data Scientist (AI, Big Data)",MB Bank,You'll love it,At office,Ha Noi,"Data Science, Big Data, AI, ",
"Full Stack Developer – Java, Spring",NEW IT,"1,000 - 2,000 USD",At office,Ho Chi Minh,"Spring, Java, SQL, ",
Senior Quality Assurance Engineer,The Access Group,You'll love it,Hybrid,Ho Chi Minh,"Automation Test, QA QC, ","A very attractive salary package, 25 annual leave days per year+public holidays, Hybrid flexible working mode, "
Java Developer (Senior),LG CNS Việt Nam,"700 - 1,500 USD",At office,Others,"Java, Spring Boot, JavaScript, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
.NET Backend Technical Lead (Supply Chain System),Crossian,High salary,At office,Ha Noi - Ho Chi Minh,".NET, Cloud, Team Leader, ",
Network Engineer (ISP/Enterprise),TEDEV TECHNOLOGICAL DEVELOPMENT,"500 - 1,000 USD",At office,Da Nang,"Networking, System Admin, Security, ",
Senior Front End Dev (Component and DOM Level),MODEC,"3,000 - 4,000 USD",At office,Ho Chi Minh,"ReactJS, DevOps, Django, ","First class software engineering culture, Greenfield product, real world problems, Dynamic start-up atmosphere, "
[Urgent] Mid/Sr Cloud Architect (HCM),MTI TECHNOLOGY,You'll love it,Hybrid,Ho Chi Minh,"Python, GCP, ","Working in one of the Best Places to Work, Hybrid working and Flexible working hours, 13th-month salary and Performance bonus, "
Network Operator Center (NOC/Networking),SoftNET Network Co Ltd.,Upto 500$,At office,Ha Noi,N/A,
"Frontend Developer (ReactJS, TypeScript, NextJS)",Bamboo Software,You'll love it,At office,Ha Noi,"ReactJS, NextJS, TypeScript, ",
Chuyên viên An Toàn Thông tin (Bảo mật & Pentest),Kien Long Bank,"800 - 1,400 USD",At office,Ha Noi,"Security, System Admin, ",
Software Tester (QA QC),Thiên Minh Group,You'll love it,At office,Ha Noi,"Tester, QA QC, ",
"Fullstack Developer (.NET, ReactJS)",Thiên Minh Group,You'll love it,At office,Ha Noi,".NET, SQL, ReactJS, ",
"[ShopeeFood] Senior Associate, Product Management",Shopee,You'll love it,At office,Ho Chi Minh,"Product Manager, English, Business Analyst, ","Impactful and challenging work, Vibrant working environment, Competitive compensation, "
"All Level- C# Fullstack (.NET, ReactJS, Angular)",iDeaLogic,You'll love it,At office,Ho Chi Minh,"ASP.NET, Angular, ReactJS, ",
"Tech Lead (Python, SQL)",Wecare Group,You'll love it,At office,Others - Ho Chi Minh,"Python, JavaScript, Team Leader, ",
"Senior Front-End Developer (React Native, ReactJS)",Pizza Hut Digital & Technology,Attractive package,At office,Ho Chi Minh,"React Native, AWS, ReactJS, ","Flexible Friday afternoon, 18 Annual Leave + 5 Recharge Days/ Year, Hybrid working model, "
"CVCC quản lý ứng dụng Core Banking (SQL, Linux,English)",Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),You'll love it,At office,Ha Noi,"SQL, Linux, English, ",
Automation QA Engineer,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),You'll love it,At office,Ha Noi,"Automation Test, Java, TypeScript, ",
"Senior DevOp/Infra Engineer (US Start-up, Product)",Flodesk,"2,000 - 4,500 USD",At office,Da Nang,"DevOps, Python, AWS, ",
Salesforce Developer (English),Cloud Technology,You'll love it,Hybrid,Ho Chi Minh,"Salesforce, ReactJS, English, ",
IT Security Specialist,Saigon Technology,You'll love it,Hybrid,Ho Chi Minh,"Security, System Engineer, Networking, ",
"Fullstack Developers (.NET, C#, ReactJS) - Up to $2000",AWING,"1,500 - 2,000 USD",At office,Ha Noi,".NET, ReactJS, C#, ","Môi trường làm việc năng động, cởi mở, Cơ hội thăng tiến, phát triển sự nghiệp, Ghi nhận sáng kiến, tôn trọng sự khác biệt, "
Automation Tester,Capgemini Vietnam,You'll love it,At office,Ho Chi Minh,"Automation Test, Java, ","Health insurance covered for employee & dependent, Technical seminars and soft skill training courses, Professional and dynamic working environment, "
Junior Mobile Application QA Engineer,Perifit,500 - 700 USD,Hybrid,Ho Chi Minh,N/A,
"DevOps Engineer (Python, AWS, Azure)",Digital Unicorn,You'll love it,At office,Da Nang,"DevOps, AWS, Python, ",
Lead/Senior Mobile React Native Dev (Android/iOS),Perifit,"2,500 - 2,800 USD",Hybrid,Others,"React Native, TypeScript, JavaScript, ",
Lead AI Engineer (Python/NLP/LLM),"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"AI, Machine Learning, Python, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
Senior Fullstack Engineer (US Product Start-up),Flodesk,"1,800 - 4,000 USD",At office,Da Nang,"JavaScript, NodeJS, Golang, ",
".NET Engineer (Window Apps. ASP.NET, C#)","Toshiba Software Development (Viet Nam) Co, Ltd",You'll love it,At office,Ha Noi,".NET, C#, ASP.NET, ","Attractive salary package: up to 15-month/ year, Clear career path development, Plenty of onsite/ business trip to Japan., "
[Fresher/Experienced] MMORPG Server Developer (Games),NEXON DEV VINA,You'll love it,At office,Ho Chi Minh,N/A,"13th Month salary, work 5 days a week, Annual Company Trip, Quarterly team building, Premium health insurance, Annual Health check-up, "
[JOB-31] QA/QC Manual (Junior),AgileOps,500 - 600 USD,At office,Ho Chi Minh,"Tester, QA QC, ",
HCM - Senior/Principal Java/Kotlin Engineer,"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"Java, Team Leader, Spring, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
IT Support - Up to 1200$,"KEYENCE VIETNAM CO., LTD.","1,000 - 1,200 USD",At office,Ha Noi,N/A,
Fullstack Developer (NodeJS/ReactJS/Python),"AZPLAYS Co., LTD","1,770 - 2,147 USD",At office,Others - Ho Chi Minh,N/A,
"Lead Product Manager, Customer Support",Grab (Vietnam) Ltd.,You'll love it,At office,Ho Chi Minh,"Product Manager, Business Analyst, Product Owner, ","13-month Salary, Performance Bonus, Stock Reward, Hybrid Work, Family-covered Healthcare, GrabFlex, Global & Large-scale Systems With Billion Of Data, "
[Hanoi] Principal/ Senior Hybrid QA Engineer,"MONEY FORWARD VIETNAM CO.,LTD",Very attractive salary,Hybrid,Ho Chi Minh - Ha Noi,"QA QC, Automation Test, Tester, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
iOS Developer,Trusting Social,You'll love it,At office,Ho Chi Minh,"iOS, Security, Swift, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
Senior Flutter (25M - 35M),Công ty cổ phần VND Công Nghệ Tài chính,You'll love it,At office,Ha Noi,"Flutter, UI-UX, ",
Scrum Master,NAB Innovation Centre Vietnam,You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"Scrum, English, Agile, ","Very competitive remuneration package, Build products for millions of users in Australia, Hybrid and flexible working environment, "
Scala (Functional) Backend Engineer [Hybrid / Remote],Semrush,"2,500 - 4,000 USD",Hybrid,Ho Chi Minh,"Scala, GCP, Golang, ","Outstanding benefits & perks, Home Office, Flexible working hours, Unlimited PTO, International SaaS Product Company from US, "
Engineering Manager,NAB Innovation Centre Vietnam,You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"Manager, English, Agile, ","Very competitive remuneration package, Build products for millions of users in Australia, Hybrid and flexible working environment, "
Technical Lead Backend (.NET),AROBID.COM,You'll love it,At office,Ho Chi Minh,".NET, Team Leader, C#, ",
"Senior Ruby on Rails Backend Dev (Remote, up to $4000)",EasyRx,"3,000 - 4,000 USD",Remote,Ho Chi Minh - Da Nang,"Ruby on Rails, PostgreSql, Ruby, ",
[Hybrid or Remote] - Fullstack Dev (AWS Sagemaker),Yet Company,"1,500 - 2,500 USD",Hybrid,Ho Chi Minh,"AWS, PHP, Python, ","Salary review twice a year., 13th month salary., Working model : Remote, "
"Fullstack Developer (Python, HTLML5, JavaScript)",CubiCasa,Competitive,Hybrid,Ho Chi Minh,"Python, JavaScript, HTML5, ","Onsite opportunities: Palo Alto,California,Finland, Working & growing with Passionate & Talented Team, Attractive Income, "
"[Hybrid or Remote] - Fullstack Dev (PHP, Laravel)",Yet Company,"700 - 1,200 USD",Remote,Ho Chi Minh,"PHP, Laravel, ","Salary review twice a year., 13th month salary., Working model : Remote, "
"AI Engineer (Python,LLM,NLP) - Up to 2,500$",Saishunkan System Vietnam,"2,000 - 2,500 USD",At office,Ha Noi,"AI, Python, Machine Learning, ","Có nhiều cơ hội phát triển nghề nghiệp, Dev có kinh nghiệm tận tình chỉ bảo, Môi trường trẻ trung, thân thiện, phúc lợi tốt, "
Lập trình viên Backend,FOXAI,You'll love it,At office,Ha Noi,"Java, .NET, MySQL, ",
Mid/Sr Scrum Master,NEXLAB TECHNOLOGY,You'll love it,At office,Ho Chi Minh,"Scrum, QA QC, ",
Software Development Engineer in Test (Automation QA),EUROFINS GSC IT VIETNAM COMPANY LIMITED,You'll love it,Hybrid,Ho Chi Minh,"Automation Test, C#, Agile, ",
"Solution Architect (Backend, Proficient in English)","MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ha Noi - Ho Chi Minh,"Solution Architect, Software Architect, Java, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
PreSales (Software Service)- Up to 3000$,PowerGate Software,Up to 3000$,At office,Ha Noi,"Presale, Security, Cloud, ",
3D Simulation Engineer (AutoCAD/AutoMod),LG CNS Việt Nam,"1,000 - 2,000 USD",At office,Ha Noi,"C language, C++, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
Backend Developer (Python/Ruby),EAERA Việt Nam,"600 - 1,000 USD",At office,Ha Noi,"Python, DevOps, Ruby on Rails, ",
"[DI8] Tech Operation Lead (DevOps, Cloud) - 3I100",MSB,4x - 5x,At office,Ha Noi,"DevOps, Cloud, SQL, ",
"Senior/Manager QA QC Engineer (Tester, Japanese N2+)","ANDPAD VietNam Co., Ltd",You'll love it,Hybrid,Ho Chi Minh,"QA QC, Japanese, Tester, ","No.1 Construction Tech company in Japan, Hybrid working environment, Attractive salary package, "
"Senior/Principal Ruby on Rails Dev (AWS, Backend)","ANDPAD VietNam Co., Ltd",You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"Ruby, AWS, Ruby on Rails, ","No.1 Construction Tech company in Japan, Hybrid working with focus on Engineering team work, Exciting Opportunities with Rails Committers, "
"Bridge Engineer (BrSE, Japanese, Project Manager)",DEHA Việt Nam,Very attractive!!!,At office,Ha Noi - Ho Chi Minh,N/A,
"Senior Business Analyst Technical (SQL, Data Analyst)",Công ty cổ phần sữa VitaDairy,You'll love it,At office,Ho Chi Minh,"Business Analyst, Data Analyst, SQL, ",
Netdev/NetOps Engineer (Python),TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,You'll love it,At office,Ho Chi Minh,"Python, System Engineer, ",
Business Analyst Team Leader,Công ty Cổ phần Snine,You'll love it,At office,Ha Noi,"Business Analyst, Odoo, Team Leader, ",
"Business Analyst (Odoo, Agile)",Công ty Cổ phần Snine,You'll love it,At office,Ha Noi,"Business Analyst, Agile, Odoo, ",
Lập trình viên Mobile App,FOXAI,You'll love it,At office,Ha Noi,"React Native, Flutter, ",
"Remote Sr. React Native Engineer (ReactJS, Javascript)",SourceCode,You'll love it,At office,Ho Chi Minh - Da Nang - Ha Noi,"React Native, JavaScript, ReactJS, ",
Senior Product Analyst,Grab (Vietnam) Ltd.,You'll love it,At office,Ho Chi Minh,"Data Science, English, Data Analyst, ","13-month Salary, Performance Bonus, Stock Reward, Hybrid Work, Family-covered Healthcare, GrabFlex, Global & Large-scale Systems With Billion Of Data, "
Risk and Compliance Management Support Associate,MB Bank,You'll love it,At office,Ha Noi,N/A,
"Software Development Engineer (JavaScript, C++, Python)",Beyondsoft Technology (Vietnam) Company Limited,"1,500 - 2,000 USD",Hybrid,Ho Chi Minh,"C++, Python, JavaScript, ",
"Game Artist (Puzzle/Casual Games, UI-UX)",Athena Studio,You'll love it,At office,Ho Chi Minh,"Designer, Games, UI-UX, ",
"Software Testing Engineer (C++, Tester, Java)",Beyondsoft Technology (Vietnam) Company Limited,"1,200 - 1,500 USD",Hybrid,Ho Chi Minh,"C++, Tester, Java, ",
