web-scraper-order,web-scraper-start-url,links-href,Name,Brand,Prices,CPU,GPU,RAM,ROM,Screen,Weight,Os_sys
125,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-asus-gaming-vivobook-k3605zu-rp296w-core-i5-12500h-16gb-512gb-rtx-4050-6gb-16quot-fhd-144hz.html,"[New 100%] Asus Gaming Vivobook K3605ZU-RP296W (Core i5-12500H, 16GB, 512GB, RTX 4050 6GB, 16"" FHD+ 144Hz)",Asus,22.790.000,"Intel® Core™ i5-12500H (2.50GHz up to 4.50GHz, 18MB Cache)",NVIDIA® GeForce® RTX™ 4050 6GB GDDR6,16GB DDR4 3200MHz (1 x SO-DIMM slot),512GB M.2 NVMe™ PCIe® 4.0 SSD,"16"" FHD+ (1920x1200) 16:10, IPS, 144Hz, 45% NTSC, 300nits, Anti-glare display, TÜV Rheinland-certified",1.80 kg,Windows 11 b?n quy?n
126,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-asus-gaming-vivobook-k3605zc-rp564w-core-i5-12500h-16gb-512gb-rtx-3050-4gb-16quot-fhd-144hz.html,"[New 100%] Asus Gaming Vivobook K3605ZC-RP564W (Core i5-12500H, 16GB, 512GB, RTX 3050 4GB, 16"" FHD+ 144Hz)",Asus,18.490.000,"Intel® Core™ i5-12500H (2.50GHz up to 4.50GHz, 18MB Cache)",NVIDIA® GeForce® RTX™ 3050 4GB GDDR6,16GB DDR4 3200MHz (1 x SO-DIMM slot),512GB M.2 NVMe™ PCIe® 4.0 SSD,"16"" FHD+ (1920x1200) 16:10, IPS, 144Hz, 45% NTSC, 300nits, Anti-glare display, TÜV Rheinland-certified",1.80 kg,Windows 11 b?n quy?n
127,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-asus-gaming-vivobook-k3605zf-rp634w-core-i5-12500h-16gb-512gb-rtx-2050-4gb-16quot-fhd-144hz.html,"[New 100%] Asus Gaming Vivobook K3605ZF-RP634W (Core i5-12500H, 16GB, 512GB, RTX 2050 4GB, 16"" FHD+ 144Hz)",Asus,16.890.000,"Intel® Core™ i5-12500H (2.50GHz up to 4.50GHz, 18MB Cache)",NVIDIA® GeForce® RTX™ 2050 4GB GDDR6,16GB DDR4 3200MHz (1 x SO-DIMM slot),512GB M.2 NVMe™ PCIe® 4.0 SSD,"16"" FHD+ (1920x1200) 16:10, IPS, 144Hz, 45% NTSC, 300nits, Anti-glare display, TÜV Rheinland-certified",1.80 kg,Windows 11 b?n quy?n
128,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-lenovo-loq-2024-15arp9-83jc007hvn-ryzen-5-7235hs-12gb-512gb-rtx-3050-6gb-15.6quot-fhd-144hz.html,"[New 100%] Lenovo LOQ 2024 15ARP9 83JC007HVN (Ryzen 5-7235HS, 12GB, 512GB, RTX 3050 6GB, 15.6"" FHD 144Hz)",Lenovo,18.990.000,"AMD Ryzen™ 5-7235HS (3.20GHz up to 4.20GHz, 8MB Cache)",NVIDIA® GeForce RTX™ 3050 6GB GDDR6,"12GB SO-DIMM DDR5-4800MHz (2 slots, up to 32GB)",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",~2.4 kg,Windows 11 b?n quy?n
129,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-dell-inspiron-14-7440-2-in-1-2024-core-7-150u-16gb-1tb-14.0quot-fhd-touch.html,"[New 100%] Dell Inspiron 14 7440 2-in-1 2024 (Core 7-150U, 16GB, 1TB, 14.0"" FHD+ Touch)",Dell,19.490.000,"Intel® Core™ 7 150U(10 Cores, 12 Threads, 12MB Cache, 4.0GHz up to 5.4 GHz, Max Turbo 55W)",Intel® Graphics,16G DDR5 5200 MHz,1TB M.2 PCIe NVMe Solid State Drive,14.0-inch 16:10 FHD+ (1920 x 1200) Touch 250nits WVA Display with ComfortView Support,1.71 kg,Window 11 b?n quy?n
130,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-outlet-acer-nitro-v-15-anv15-51h9-core-i5-13420h-8gb-512gb-rtx-4050-6gb-15.6quot-fhd-ips-144hz.html,"[New Outlet] Acer Nitro V 15 ANV15-51H9 (Core i5-13420H, 8GB, 512GB, RTX 4050 6GB, 15.6"" FHD IPS 144Hz)",Acer,18.990.000,"Intel® Core™ i5-13420H (8 cores, 12 Threads, 3.4GHz Up to 4.6GHz, 12 MB Intel® Smart Cache)",NVIDIA® GeForce RTX™ 4050 6GB GDDR6,"8GB DDR5 5200MHz (2 khe, t?i ?a 32GB)",512GB PCIe NVMe SSD,15.6 inch FHD(1920 x 1080) IPS 144Hz SlimBezel,~2.1 kg,Windows 11 Home b?n quy?n
131,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-lenovo-slim-7-pro-x-core-i7-12700h-16gb-512gb-rtx-3050-4gb-14.5-3k-touch.html,"[New 100%] Lenovo Slim 7 Pro X (Core i7-12700H, 16GB, 512GB, RTX 3050 4GB, 14.5'' 3K Touch)",Lenovo,23.890.000,"Intel Core i7-12700H  (14 cores/ 20 Threads, up to 4,70GHz, 24MB Cache)",NVIDIA GeForce RTX 3050 4GB GDDR6,16GB LPDDR5-6400MHz,SSD 512GB M.2 NVMe,"14.5 inch 3K (3072x1920) IPS 400 nits Glossy, 100% sRGB 120hz",1.45 kg,Windows 11 b?n quy?n
132,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-asus-tuf-gaming-a15-fa506nfr-hn006w-ryzen-7-7435hs-16gb-512gb-rtx-2050-4gb-15.6-fhd-ips-144hz.html,"[New 100%] Asus TUF Gaming A15 FA506NFR-HN006W (Ryzen 7-7435HS, 16GB, 512GB, RTX 2050 4GB, 15.6? FHD IPS 144Hz)",Asus,17.690.000,"AMD Ryzen™ 7-7435HS (3.10GHz up to 4.50GHz, 16MB Cache)",NVIDIA® GeForce RTX™ 2050 4GB GDDR6,"16GB DDR5-5600MHz SO-DIMM (2x SO-DIMM slots, up to 32GB)",512GB PCIe® 3.0 NVMe™ M.2 SSD (Còn tr?ng 1 khe SSD M.2 PCIE),"15.6"" FullHD (1920 x 1080), 144Hz, G-sync, IPS Panel",2.2kg,Windows  b?n quy?n
133,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-dell-inspiron-7640-plus-2024-7640r-r3808l-core-i7-13620h-16gb-1tb-intel-graphics-16quot-2k.html,"[New 100%] Dell Inspiron 7640 Plus 2024 7640R-R3808L (Core i7-13620H, 16GB, 1TB, Intel Graphics, 16"" 2K+",Dell,20.990.000,"13th Generation Intel® Core™ i7-13620H (10 cores, 16Threads, 3.6GHz Up to 4.9GHz, 24 MB Intel® Smart Cache)",Intel® UHD Graphics,"16GB, 2x8GB, LPDDR5X, 4800MT/s",1TB M.2 PCIe NVMe Solid State Drive,16'' 16:10 2.5K(2560x1600) Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus Support,1.9 kg,Window 11 b?n quy?n
134,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-dell-inspiron-3530-core-i5-1334u-8gb-512gb-15.6-fhd-120hz.html,"[New 100%] Dell Inspiron 3530 (Core i5-1334U, 8GB, 512GB, 15.6'' FHD 120Hz)",Dell,11.990.000,"Intel® Core™ i5-1334U (10 Core / 12 Thread, upto 4.60 GHz, 12MB Intel® Smart Cache)",Intel® Iris® Xe Graphics,8GB DDR4 2666MHz,"512 GB, M.2, PCIe NVMe, SSD","15.6 inch, FHD (1920 x 1080), WVA, 120 Hz, 250 nits, Anti-Glare LED-Backlit Display",1.65 kg,Window b?n quy?n
136,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-lenovo-thinkbook-16-g7-2024-intel-ultra-5-125u-16gb-512gb-intel-graphics-16.0quot-fhd-60hz.html,"[New 100%] Lenovo Thinkbook 16 G7 2024 (Intel Ultra 5 125U, 16GB, 512GB, Intel Graphics, 16.0"" FHD+ 60Hz)",Lenovo,17.890.000,"Intel Ultra 5 125U (3.6 GHz up to 4.3 GHz, 12 Cores, 14 Threads, 12MB Cache)",Intel Graphics,16GB DDR5 5600MHz,512GB SSD PCIe 4.0,"16"" FHD+(1920x1200) IPS, 300nits, 100% sRGB, 60Hz, TCON",1.7 kg,Windows 11 b?n quy?n
137,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-dell-inspiron-7640-plus-7640a-r1605l-core-i5-12450h-16gb-512gb-intel-graphics-16quot-fhd.html,"[New 100%] Dell Inspiron 7640 Plus 7640A-R1605L (Core i5-12450H, 16GB, 512GB, Intel Graphics, 16"" FHD+)",Dell,16.990.000,"12th Generation Intel® Core™ i5-12450H (8 cores, 12 Threads, 3.3GHz Up to 4.4GHz, 12MB Intel® Smart Cache)",Intel® UHD Graphics,"16GB, 2x8GB, LPDDR5X, 4800MT/s",512GB M.2 PCIe NVMe Solid State Drive,16'' 16:10 FHD+ Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus Support,1.9 kg,Window 11 b?n quy?n
138,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-dell-inspiron-16-5640-2024-core-7-150u-16gb-1tb-16-2k.html,"[New 100%] Dell Inspiron 16 5640 2024 (Core 7 150U, 16GB, 1TB, 16'' 2K+)",Dell,21.890.000,"Intel Core 7-150U (1.80GHz up to 5.40GHz, 12MB Cache)",,16GB DDR5 5200MHz (2x8GB),1TB M.2 PCIe NVMe SSD,"16.0inch 2.5K(2560x1600) 16:10, Anti-Glare, Non-Touch, 300nits, WVA, Display w/ ComfortView Plus Support",1.87 kg,Window 11 b?n quy?n
139,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-lenovo-thinkbook-x-ai-2024-intel-ultra-9-185h-16gb-1tb-intel-arc-graphics-13.5quot-2k-ips-120hz.html,"[New 100%] Lenovo Thinkbook X AI 2024 (Intel Ultra 9 185H, 16GB, 1TB, Intel Arc Graphics, 13.5"" 2K+ IPS 120Hz)",Lenovo,28.690.000,"Intel Ultra 9 185H (1.8-2.3 GHz up to 5.1 Hz, 16 Cores, 22 Threads, 24MB Cache)",Intel  graphics,16GB LPDDR5x 8400MHz,1TB PCIe NVMe M.2 SSD gen 4,"13.5"" 2.8K (2880x1920), IPS, 500nits, 120Hz, t? l? khung hình 3:2, 100%sRGB",1.1 kg,Windows 11 b?n quy?n
140,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-asus-vivobook-14-oled-a1405za-km263w-core-i7-12700h-16gb-512gb-intel-iris-xe-graphics-14.0quot-2k-oled.html,"[New 100%] Asus Vivobook 14 OLED A1405ZA-KM263W (Core i7-12700H, 16GB, 512GB, Intel Iris Xe Graphics, 14.0"" 2K+ OLED)",Asus,18.090.000,"Intel® Core™ i7-12700H (2.30Hz up to 4.70GHz, 24MB Cache)",Intel Iris X? Graphics,16GB (8GB DDR4 on board + 8GB DDR4 SO-DIMM) 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,"14inch 2.8K (2880 x 1800) OLED 16:10, 0.2ms, 90Hz, 100% DCI-P3, 600nits HDR peak brightness, VESA CERTIFIED Display HDR True Black 600, Glossy display",1.45 kg,Windows 11 b?n quy?n
141,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-asus-vivobook-14-oled-a1405va-km095w-core-i5-13500h-16gb-512gb-intel-iris-xe-graphics-14.0quot-2k-oled.html,"[New 100%] Asus Vivobook 14 OLED A1405VA-KM095W (Core i5-13500H, 16GB, 512GB, Intel Iris Xe Graphics, 14.0"" 2K+ OLED)",Asus,16.990.000,"Intel® Core™ i5-13500H (2.60Hz up to 4.7GHz, 18MB Cache)",Intel Iris X? Graphics,16GB (8GB DDR4 on board + 8GB DDR4 SO-DIMM) 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,"14inch 2.8K (2880 x 1800) OLED 16:10, 0.2ms, 90Hz, 100% DCI-P3, 600nits HDR peak brightness, VESA CERTIFIED Display HDR True Black 600, Glossy display",1.45 kg,Windows 11 b?n quy?n
142,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-asus-vivobook-14-oled-a1405va-km257w-core-i5-13500h-16gb-512gb-intel-iris-xe-graphics-14.0quot-2k-oled.html,"[New 100%] Asus Vivobook 14 OLED A1405VA-KM257W (Core i5-13500H, 16GB, 512GB, Intel Iris Xe Graphics, 14.0"" 2K+ OLED)",Asus,16.790.000,"Intel® Core™ i5-13500H (2.60Hz up to 4.7GHz, 18MB Cache)",Intel Iris X? Graphics,16GB (8GB DDR4 on board + 8GB DDR4 SO-DIMM) 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,"14inch 2.8K (2880 x 1800) OLED 16:10, 0.2ms, 90Hz, 100% DCI-P3, 600nits HDR peak brightness, VESA CERTIFIED Display HDR True Black 600, Glossy display",1.45 kg,Windows 11 b?n quy?n
143,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-lite-16-al16-52p-76du-core-i7-1355u-16gb-512gb-iris-xe-graphics-16quot-fhd.html,"[New 100%] Acer Aspire Lite 16 AL16-52P-76DU (Core i7-1355U, 16GB, 512GB, Iris Xe Graphics, 16"" FHD+)",Acer,15.990.000,"Intel® Core™ i7-1355U (1.70GHz up to 5.00GHz, 12MB Cache)",Intel® Iris® Xe Graphics,16GB DDR5 (2 khe r?i - nâng c?p t?i ?a 64GB),512GB PCIe NVMe SSD (nâng c?p t?i ?a 2TB),"16inch FHD+ (WUXGA, 1920 x 1200) 16:10, 300nits, 60Hz, 45% NTSC, Acer ComfyView™ LED-backlit TFT LCD Wide viewing angle up to 170 degree",1.7 kg,Windows b?n quy?n
144,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-lite-16-al16-52p-572a-core-i5-1334u-16gb-512gb-iris-xe-graphics-16quot-fhd.html,"[New 100%] Acer Aspire Lite 16 AL16-52P-572A (Core i5-1334U, 16GB, 512GB, Iris Xe Graphics, 16"" FHD+)",Acer,14.990.000,"Intel® Core™ i5-1334U (1.30GHz up to 4.60GHz, 12MB Cache)",Intel® Iris® Xe Graphics,16GB DDR5 (2 khe r?i - nâng c?p t?i ?a 64GB),512GB PCIe NVMe SSD (nâng c?p t?i ?a 2TB),"16inch FHD+ (WUXGA, 1920 x 1200) 16:10, 300nits, 60Hz, 45% NTSC, Acer ComfyView™ LED-backlit TFT LCD Wide viewing angle up to 170 degree",1.7 kg,Windows b?n quy?n
145,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-lite-al14-52m-54cj-core-i5-1334u-16gb-512gb-iris-xe-graphics-14quot-fhd.html,"[New 100%] Acer Aspire Lite 14 AL14-52M-54CJ (Core i5-1334U, 16GB, 512GB, Iris Xe Graphics, 14"" FHD+)",Acer,14.990.000,"Intel® Core™ i5-1334U (1.30GHz up to 4.60GHz, 12MB Cache)",Intel® Iris® Xe Graphics,16GB DDR5 (2 khe r?i - nâng c?p t?i ?a 64GB),512GB PCIe NVMe SSD (nâng c?p t?i ?a 2TB),"14.0"" FHD+ (1920x1200) IPS, 300nits, 45% NTSC, 60Hz",1.45 kg,Windows b?n quy?n
146,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-5-a515-58p-351n-core-i3-1305u-16gb-512gb-intel-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 5 A515-58P-351N (Core i3-1305U, 16GB, 512GB, Intel Graphics, 15.6"" FHD)",Acer,11.990.000,"Intel® Core™ i3-1305U (1.60Ghz up to 4.50GHz, 10MB Cache)",Intel UHD Graphics,16GB LPDDR5 4800Mhz (không nâng c?p),"512GB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","15.6"" FHD(1920 x 1080) Acer ComfyView™ IPS SlimBezel, 60Hz",1.7 kg,Windows b?n quy?n
147,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-5-a515-58p-774r-core-i7-1355u-16gb-512gb-intel-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 5 A515-58P-774R (Core i7-1355U, 16GB, 512GB, Intel Graphics, 15.6"" FHD)",Acer,17.990.000,"Intel Core i7-1355U (1.70GHz up to 5.00GHz, 12MB Cache)",Intel UHD Graphics,16GB LPDDR5 4800Mhz (không nâng c?p),"512GB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","15.6"" FHD(1920 x 1080) Acer ComfyView™ IPS SlimBezel, 60Hz",1.7 kg,Windows b?n quy?n
148,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-5-a515-58p-56rp-core-i5-1335u-16gb-512gb-intel-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 5 A515-58P-56RP (Core i5-1335U, 16GB, 512GB, Intel Graphics, 15.6"" FHD)",Acer,14.490.000,"Intel Core i5-1335U (1.30GHz up to 4.60GHz, 12MB Cache)",Intel UHD Graphics,16GB LPDDR5 4800Mhz (không nâng c?p),"512GB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","15.6"" FHD(1920 x 1080) Acer ComfyView™ IPS SlimBezel, 60Hz",1.7 kg,Windows b?n quy?n
149,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-5-a515-58p-35eu-core-i3-1305u-8gb-512gb-intel-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 5 A515-58P-35EU (Core i3-1305U, 8GB, 512GB, Intel Graphics, 15.6"" FHD)",Acer,10.790.000,"Intel® Core™ i3-1305U (1.60Ghz up to 4.50GHz, 10MB Cache)",Intel UHD Graphics,8GB LPDDR5 4800Mhz (không nâng c?p),"512GB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","15.6"" FHD(1920 x 1080) Acer ComfyView™ IPS SlimBezel, 60Hz",1.7 kg,Windows b?n quy?n
150,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-5-a515-58p-71ej-core-i7-1355u-16gb-1tb-intel-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 5 A515-58P-71EJ (Core i7-1355U, 16GB, 1TB, Intel Graphics, 15.6"" FHD)",Acer,18.490.000,"Intel Core i7-1355U (1.70GHz up to 5.00GHz, 12MB Cache)",Intel UHD Graphics,16GB LPDDR5 4800Mhz (không nâng c?p),"1TB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","15.6"" FHD(1920 x 1080) Acer ComfyView™ IPS SlimBezel, 60Hz",1.7 kg,Windows b?n quy?n
151,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-5-a515-58p-702q-core-i7-13620h-16gb-512gb-intel-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 5 A515-58P-702Q (Core i7-13620H, 16GB, 512GB, Intel Graphics, 15.6"" FHD)",Acer,18.990.000,"Intel Core i7-13620H (2.40GHz up to 4.90GHz, 24MB Cache)",Intel UHD Graphics,16GB LPDDR5 4800Mhz (không nâng c?p),"512GB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","15.6"" FHD(1920 x 1080) Acer ComfyView™ IPS SlimBezel, 60Hz",1.7 kg,Windows b?n quy?n
152,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-swift-lite-14-ai-sfl14-51m-78xz-core-ultra-7-155u-16gb-512gb-intel-graphics-14quot-fhd.html,"[New 100%] Acer Swift Lite 14 AI SFL14-51M-78XZ (Core Ultra 7 155U, 16GB, 512GB, Intel Graphics, 14"" FHD+)",Acer,21.990.000,"Intel Core Ultra 7 155U (2.10GHz up to 4.80GHz, 12MB Cache)",Intel UHD Graphics,"16GB (2x8GB) DDR5X 4800MHz (2 khe, c?m s?n 16GB, t?i ?a 32GB)","512GB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","14"" FHD+ (1920 x 1200) 16:10, 60Hz, 380nits, Acer ComfyView™ LED-backlit TFT LCD",1.27 kg,Windows b?n quy?n
153,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-swift-lite-14-ai-sfl14-51m-56hs-core-ultra-5-125u-16gb-512gb-intel-graphics-14quot-fhd.html,"[New 100%] Acer Swift Lite 14 AI SFL14-51M-56HS (Core Ultra 5 125U, 16GB, 512GB, Intel Graphics, 14"" FHD+)",Acer,18.990.000,"Intel Core Ultra 5 125U (3.60GHz up to 4.30GHz, 12MB Cache)",Intel UHD Graphics,"16GB (2x8GB) DDR5X 4800MHz (2 khe, c?m s?n 16GB, t?i ?a 32GB)","512GB PCIe NVMe SSD (nâng c?p t?i ?a 1 TB PCIe Gen4, 16 Gb/s, NVMe)","14"" FHD+ (1920 x 1200) 16:10, 60Hz, 380nits, Acer ComfyView™ LED-backlit TFT LCD",1.27 kg,Windows b?n quy?n
154,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-swift-14-ai-sf14-51-53p9-core-ultra-5-processor-226v-16gb-1tb-intel-arc-graphics-130v-14quot-3k.html,"[New 100%] Acer Swift 14 AI SF14-51-53P9 (Core Ultra 5 Processor 226V, 16GB, 1TB, Intel Arc Graphics 130V, 14"" 3K)",Acer,33.990.000,"Intel® Core™ Ultra 5 Processor 226V (2.10GHz up to 4.50GHz, 8MB Cache)",Intel Arc Graphics 130V,16GB LPDDR5X 8533Mhz (RAM Onboard - không nâng c?p ???c),1TB PCIe NVMe SSD (1 khe SSD - nâng c?p t?i ?a 2TB),"14 inch 3K (2880×1880) OLED, 90Hz, 100% DCI-P3, 100% Adobe RGB, HDR 550 nits (400 native)",1.26 kg,Windows b?n quy?n
155,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-swift-14-ai-sf14-51-75vp-core-ultra-7-processor-258v-32gb-1tb-intel-arc-graphics-140v-14quot-3k.html,"[New 100%] Acer Swift 14 AI SF14-51-75VP (Core Ultra 7 Processor 258V, 32GB, 1TB, Intel Arc Graphics 140V, 14"" 3K)",Acer,38.990.000,"Intel® Core™ Ultra 7 Processor 258V (2.20GHz up to 4.80GHz, 12MB Cache)",Intel® Arc™ Graphics 140V,32GB LPDDR5X 8533Mhz (RAM Onboard - không nâng c?p ???c),1TB PCIe NVMe SSD (1 khe SSD - nâng c?p t?i ?a 2TB),"14 inch 3K (2880×1880) OLED, 90Hz, 100% DCI-P3, 100% Adobe RGB, HDR 550 nits (400 native)",1.26 kg,Windows b?n quy?n
156,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-3-a315-44p-r5qg-ryzen-7-5700u-16gb-512gb-amd-radeon-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 3 A315-44P-R5QG (Ryzen 7-5700U, 16GB, 512GB, AMD Radeon Graphics, 15.6"" FHD)",Acer,12.490.000,"AMD Ryzen 7-5700U (1.80GHz up to 4.30GHz, 8MB Cache)",AMD Radeon Graphics,16GB DDR4 3200MHz,512GB PCIe NVMe SSD,"15.6"" FHD (1920 x 1080) IPS, 60Hz, 45%NTSC, 250nits, Acer ComfyView LED-backlit TFT LCD SlimBezel",1.7 kg,Windows b?n quy?n
157,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-aspire-3-a315-44p-r9w8-ryzen-7-5700u-8gb-512gb-amd-radeon-graphics-15.6quot-fhd.html,"[New 100%] Acer Aspire 3 A315-44P-R9W8 (Ryzen 7-5700U, 8GB, 512GB, AMD Radeon Graphics, 15.6"" FHD)",Acer,11.990.000,"AMD Ryzen 7-5700U (1.80GHz up to 4.30GHz, 8MB Cache)",AMD Radeon Graphics,8GB DDR4 3200MHz,512GB PCIe NVMe SSD,"15.6"" FHD (1920 x 1080) IPS, 60Hz, 45%NTSC, 250nits, Acer ComfyView LED-backlit TFT LCD SlimBezel",1.7 kg,Windows b?n quy?n
158,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-swift-go-sfg14-72-73yv-core-ultra-7-155h-16gb-512gb-intel-arc-graphics-14quot-2k.html,"[New 100%] Acer Swift Go SFG14-72-73YV (Core Ultra 7 155H, 16GB, 512GB, Intel Arc Graphics, 14"" 2K+)",Acer,23.890.000,"Intel Core Ultra 7 155H (3.80GHz up to 4.80Ghz, 24MB Cache)",Intel Arc Graphics,16GB LPDDR5x (không nâng c?p ???c),512GB PCIe NVMe SSD,"14"" 2.2K (2240x1400) IPS, 60Hz, 300 nits, 100% sRGB",1.26 kg,Windows b?n quy?n
159,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-swift-go-sfg14-72-55hz-core-ultra-5-125h-16gb-512gb-intel-arc-graphics-14quot-2k.html,"[New 100%] Acer Swift Go SFG14-72-55HZ (Core Ultra 5 125H, 16GB, 512GB, Intel Arc Graphics, 14"" 2K+)",Acer,20.990.000,"Intel Core Ultra 5 125H (3.60GHz up to 4.50Ghz, 18MB Cache)",Intel Arc Graphics,16GB LPDDR5x (không nâng c?p ???c),512GB PCIe NVMe SSD,"14"" 2.2K (2240x1400) IPS, 60Hz, 300 nits, 100% sRGB",1.26 kg,Windows b?n quy?n
160,https://laptopaz.vn/laptop-moi.html?page=4,https://laptopaz.vn/new-100-acer-swift-go-sfg14-71-74cp-core-i7-13700h-16gb-512gb-intel-iris-xe-graphics-14quot-2k.html,"[New 100%] Acer Swift Go SFG14-71-74CP (Core i7-13700H, 16GB, 512GB, Intel Iris Xe Graphics, 14"" 2K+)",Acer,26.590.000,"Intel Core i7-13700H (2.40GHz up to 5.00GHz, 24MB Cache)",Intel Iris Xe Graphics,16GB LPDDR5 (không nâng c?p ???c),512GB PCIe NVMe SSD,"14"" 2K+ (2880 x 1800) OLED SlimBezel, 100% DCI-P3, 400nits, 90Hz",1.26 kg,Windows b?n quy?n
161,https://laptopaz.vn/laptop-moi.html?page=5,https://laptopaz.vn/new-100-asus-zenbook-14-oled-ux3405ma-pp152w-core-ultra-7-155h-32gb-1tb-14quot-3k-oled.html,"[New 100%] Asus Zenbook 14 OLED UX3405MA-PP152W (Core  Ultra 7 155H, 32GB, 1TB, 14"" 3K OLED)",Asus,30.690.000,"Intel® Core™ Ultra 7 155H (3.80GHz up to 4.80GHz, 24MB Cache)",Intel® Arc™ Graphics,32GB LPDDR5X 7467MHz on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,"14.0inch 3K (2880 x 1800) Lumina OLED 16:10, 0.2ms, 120Hz, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, TÜV Rheinland-certified",1.2 kg,Windows 11 b?n quy?n
